,year,type,subject,professor,day,satisfy,writer,ratings0,ratings1,ratings2,ratings3,comment,helpful
197,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),3,조국,3,4,3,3,"과제와 중간 기말이 있는데, 출첵을 안하시니 코딩을 잘 하시면 그냥 수업 안나오고 과제제출과 시험 당일만 나오시면 될 것 같습니다. 코딩을 잘 못하시는 분들은 열심히 해도 성적을 받기가 어렵습니다.",도움이 돼요 0
198,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),2,khan517,5,5,1,3,초심자면 그냥 학점 버리신다고 생각하면 돼요,도움이 돼요 0
199,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),4,버터밀크,3,4,3,4,"일주일 첫 시간에는 이론 다음 시간에는 실습, 그 다음 주 정도까지 실습과제 제출 이런 식으로 진행됩니다. 실습시간에 풀던 문제가 그대로 과제가 됩니다.
교수님 강의력은 좋은 편이라고 생각해요..! 이론 시간에 이해가 크게 어렵지는 않았었어요
과제를 무난하게 풀어낼 수 있다면 중간 기말은 특별히 공부를 따로 하지 않아도 점수를 잘 받을 수 있을 것 같습니다.",도움이 돼요 0
200,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),4,머니으드,5,5,3,5,"코딩에 익숙하지 않으면 정말 어렵습니다.
반복적인 훈련과 경험이 정말 중요한 강의라고 생각합니다.
과제 암만 잘풀어도 시험시간 75분내에 주어진 문제를 코딩 못한다면 좋은 성적을 받을 수 없습니다 ..",도움이 돼요 0
201,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),3,커피빈빈,5,5,4,4,"교수님은 개념만 설명해주시는데, 정작 시험이나 과제는 응용을 내셔서 진짜 힘들었습니다. 근데 다른 학생들도 똑같이 힘들어해서 남들보다 조금만 더 점수 잘 받으면 성적 생각보다 잘 받을 수 있습니다. 시험문제는 엄청 어려웠었습니다. 개인적으로 백준같은 사이트에서 코딩공부 하면 성적 잘 나올 것 같습니다.",도움이 돼요 0
202,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),4,꼬구마,4,4,3,5,"자료구조는 정연돈교수님.. 코딩 과제가 아주 많이때문에 C 실력이 느는게 느껴집니다.
근데 사람들이 포기를 너무 많이해서 과제가 점점 쉬워졌었던...",도움이 돼요 0
203,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),4,harry,4,4,3,4,"진짜 본인 노력에 따라 달려있는 수업입니다
아니면 원래 실력이 좋으신 분들은 어차피 출첵 안하니까 시험 때만 공부하시면 될 듯 합니다
교수님이 정말 잘 가르쳐 주시고 좋으십니다
다만 과제가 챕터마다 있고 수업이 1교시라는 점?
정말 많이 배워간 수업인 거 같습니다",도움이 돼요 0
204,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),4,심심함,4,3,1,5,"교수님 강의력은 매우 좋으시다.
배운것도 많다.
다만 학점만 좀 잘 주셨으면 좋겠다.",도움이 돼요 0
205,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),3,짬장,4,4,3,4,"일단 처음에 코딩 시험을 보고 잘 못보면 수강 하지 말라고 권장하십니다. 그리고 상위 35% 안에 들어야 비쁠, 절반 안에 들어야 비를 준다고 엄포하십니다. 과제는 단원 끝날 때마다 나와서 총 10개? 정도였고, 중간고사는 그 시간안에 절대 다 풀 수 없는 문제들이었습니다. 중간고사는 0점이 20%였고, 중간값 19점? 정도였고 평균은 26점이었습니다. 중간고사가 이렇게 처참하다 보니 기말고사는 공부했으면 2번까지는 풀 수 있게끔 유하게 내주셨습니다. 3번은 좀 더 심화된 공부가 필요했을 것 같습니다. 그런데 학점은 엄포하신 거에 비해서는 잘 주시지 않았나 싶습니다. 저는 처음에 말씀하신거 토대로 해서 한 비정도 예상했는데 비쁠이 나와서 과제로 살아난건지 아니면 그냥 잘 주신 건지 모르겠네요. 학점을 잘 주시는 건지는 함부로 말을 못하겠습니다.

 일단 우리가 흔히 아는 Stack, Queue, Tree 부터 시작해서 Heap, Sort, Graph, Search 등 자료구조에서 필요한 주제들은 다 다룹니다. 그냥 저처럼 노베이스로 시작하시지 마시고 꼭 방학 때 미리 많이 연습하고 들어오시길 추천합니다. 노베이스로 머리 박아가면서 하면 내가 이렇게 열심히 해도 C+가 뜰 수도 있다는 생각에 정말 불행한 한학기가 될 것입니다. 그냥 원래 컴퓨터 잘하는 친구들은 출석도 없겠다 그냥 과제 집에서 내고 시험날 와서 90점 혼자 받고 나가면 엄청 편한 과목일 겁니다. 이 과목을 꼭 들어야 한다면 방학에 마스터해서 널널하게 주말에 가끔 영화도 보러 가는 여유로운 인생을 즐기십시오.",도움이 돼요 0
206,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),3,천재중,4,1,1,1,"비전공자가 따라가기 힘든 수업입니다.
c언어를 기본으로 해야 되고 출석은 거의 부르지 않으십니다",도움이 돼요 0
207,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),3,imCHECK,4,2,3,1,교수님 덕분에 실무에서 데이터베이스에 대한 기본적인 지식을 알고 업무에 임할 수 있어서 좋았습니다.,도움이 돼요 0
208,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),5,Yule,4,3,1,5,"출석 체크는 아예 안 하시고, 개중에는 중간고사 기말고사 두 번만 수업 나오는 분도 있다고 들었습니다. 내용은 그럭저럭 따라갈 만한데 코드로 직접 구현해보려고 하면 어려워서 조금 힘들 수 있지만, 덕분에 실력도 늘고 자료구조에 대한 이해도도 늘어난 것 같습니다! 저는 학점 잘 받았지만 비율이 짜서 객관적으로(...) 평가합니다. 정연돈 교수님 귀여우시고 중간에 피자도 사주셔서 좋았습니다ㅎㅎ",도움이 돼요 0
209,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),4,청경채,4,3,4,4,잘 가르쳐주시고 수업도 지루하지 않아서 좋았습니다. 코딩시험 보는데 아주 어렵지도 아주 쉽지도 않았어요.,도움이 돼요 0
210,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),4,define,2,3,3,3,"주로 한 시간은 교수님 강의, 한 시간은 실습의 형태로 진행되는 강의입니다.

시험이 실제 코딩한 파일을 제출하는 형식으로 이루어지고, 시간 제한이 촉박하기 때문에, 익숙하지 않다면 다소 어려움이 있을 수 있습니다.

과제는 매 챕터 끝날 때마다 제시되며, 빨리 해결한다면 실습 강의 시간에도 해결할 수 있습니다.
과제 형식은 주로 ADT 구현 등으로 주어지며, 함수 일부를 구현해서 제출하면 됩니다.
과제가 유사하게 시험 문제로 출제되기 때문에, 큰 대비 없이도 꾸준히 공부하면 좋은 결과를 얻을 수 있습니다.

출석체크는 거의 하지 않고, 하더라도 교수님께서 점수에 반영하지 않는 것 같습니다.

다루는 내용은 linear list, tree, graph의 기본적인 내용입니다.

교수님의 강의도 좋고, 소소하게 얻어가는 내용도 있는 강의입니다.
다만 수업 참여도가 높다고 성적이 잘 나오는 것은 아닌 듯 합니다.
이론보다도 실제 코딩 실력이 좋아야 좋은 점수를 얻을 수 있습니다.",도움이 돼요 0
211,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),1,groom2,3,5,4,4,"출첵 x, 시험 난이도는 중간이 기말보다 어려웠음, 과제 자주 내주시지만 배끼지 않고 직접 하나하나씩 하다보면 실력 많이 늘어서 시험 볼 때 도움됨",도움이 돼요 0
212,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),3,InPixel,3,4,2,3,배우는 내용이 많은 과목은 아닌데 시험이 오직 코딩으로 평가되어서 코딩에 익숙하지 않다면 조금 힘든 수업이 될 듯합니다.,도움이 돼요 0
213,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),4,꿀꿀2,4,5,3,4,"열심히 하면 점수 잘 나오는 과목인듯..
다른 사람들도 엄청 잘한다기 보다는 다들 따라가기 바쁜 수업이었던것 같다
과제는 매주마다 있고 중간 기말 보는데 열심히 했다면 그럭저럭 평타는 치는듯
어짜피 평균이 낮아서..",도움이 돼요 0
214,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),4,lemonn,5,5,3,2,졸업을 위해 듣긴 했지만 비전공자라 수업 따라가기도 벅찼습니다. 씨언어를 어느 정도 한다는 것을 전제로 수업을 진행하시는 것 같습니다.,도움이 돼요 0
215,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),2,종강종강종강,1,4,2,5,"이중전공생이 따라잡기 어려웠으나 본과 학생들에게는 쉬웠을 것 같다. 
중간고사 기말고사 모두 개인노트북을 지참하여 코딩해서 블랙보드에 제출하는 방식이었으며 문항 수는 중간고사 때 5~7문항, 기말고사때 3~4문항이었던 걸로 기억한다. 
중간고사의 평균이 20중반, 중간값이 15.5점정도였으며 기말고사는 이보다 나은 수준이었다. 
과제는 거의 매 주 있으며 코딩문제 2~3문제를 해결해서 제출하면 된다. ppt와 구글링으로 시간 내에 해결할 수 있으나 과제가 성적에 큰 영향을 미치는 것 같지는 않고 중간, 기말로 결정된다고 보면 된다.
과제와 시험 모두 c로 작성해야하기 때문에 예습이 다소 필요할 수도. 그래도 매주 코딩하다보니 성취감과 실력은 느는 것 같다. 
출석체크를 안하다시피하여 중간고사 이후로 출석률이 매우 저조한 편.",도움이 돼요 0
216,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),4,훈디,4,5,4,3,"자료구조 수업 자체가 쉬운 수업은 아니기에 난이도는 상당히 높습니다.

출석은 2번밖에 체크안하셨지만, 매주 과제와 학습량이 어마어마 합니다.

컴퓨터 관련 지식이 없으면(c언어) 수업 따라가기 매우 어려워요ㅜㅜ

c언어로 일상대화가 가능하실 정도면 부담없이 신청하세용

대신 학점은 후하게 주십니다. (끝까지 듣는 학생이 절반도 안되거든요..)",도움이 돼요 0
217,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),4,구너구니,3,5,3,5,이중전공생들이 많아서 기본적인 배경지식이 있으신 분들은 듣기 수월합니다. 학점은 딱 잘라 주시는 것 같은데 생각보다 못본사람들이 많아서 잘 나오는 것 같네요,도움이 돼요 0
218,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),3,einnn,3,3,3,5,출석 점수가 없습니다. 수업 내용은 컴과생한테는 무난한데 이중전공 분들에게는 어려울 것입니다. 시험이 코딩으로 진행되므로 c언어 실력이 필수입니다. 교수님이 딱딱하지 않게 강의하셔서 재밌게 배울 수 있습니다.,도움이 돼요 0
219,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),3,소리없는아우성,4,4,3,4,"좋습니다. 좋은데... 코딩을 못하면 진짜 어려울 겁니다
과제도 많아서 공부하랴 과제하랴 따라가기 힘듭니다.
코딩 잘하는 사람은 과제를 30분 안에 끝내고 나가지만
못하는 사람은 마감 30분 전에 내곤 합니다
중간 평균이 15점이었습니다(100점 만점)
최고점은 90점대. 교수님이 이 사람은 기말 안 봐도 a는 나올거라 하셨습니다
격차가 심합니다.

그래도 따라가기만 한다면 얻을 것은 많은 수업.
코딩 연습하고 싶은 분들 도전해보세요",도움이 돼요 0
220,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),3,아이스아메리카누,4,4,2,5,"C언어 링크드 리스트 부분 공부하신 분들이라면 꾸준히 공부해주시면 저학년도 충분히 따라가실 수 있습니다. 모든 내용을 강의에서 얻기보다는 스스로 공부하기 좋은 강의 같습니다. 문제나 상황에 맞게 컴퓨터를 이용하여 해결하는 법을 많이 익혔고, 코딩의 수준을 높여준 좋은 강의였습니다. 제 학점은 조금 짜게 주셨지만, 학점을 떠나 많이 배워가는 강의였습니다.",도움이 돼요 0
221,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),4,Seung2,5,5,5,4,"출석은 한 번도 안 부르셨습니다. 평가는 중간, 기말, 수시 과제로 전부 코딩하는 문제였습니다. 처음 접하는 입장에서 어려웠지만 학점은 후하게 주시는 편이신 것 같습니다.",도움이 돼요 0
222,19-2,COSE213,자료구조,정연돈,#화(1) 목(1),4,히미,5,5,3,4,100% 실습 수업입니다. 코딩에 약해서 정말 힘들긴 했는데 그래도 최대한 포기하지 않도록 교수님이 도와주시기도 해서 어찌어찌 F 안맞고 끝냈습니다. 좋은 수업이에요.,도움이 돼요 0
223,19-2,COSE474,딥러닝(영강),김현우,#월(5) 수(5),3,RSC,4,5,3,4,"미래를 위한 설계 딥러닝. 텀프만 해결할 수 있다면 갓-강의.
시작부터 Proposal을 Latex로 내는 대학원-최적화-강의",도움이 돼요 3
224,19-2,COSE474,딥러닝(영강),김현우,#월(5) 수(5),2,Guderian2nd,5,2,4,2,"딥러닝....솔직히 중간고사 이전까지의 강의는 전부다 스탠포드 온라인 강의로 대체하여도 전혀 문제가 없어서 문제가 많습니다. 딥러닝 학문의 특성상 5개월도 안된 아직 arXiV에 pre-print밖에 안나와있는 논문들을 학부생들에게 던져주면서 ""와! 딥러닝!"" 하는 어메이징한 과목인데, 그렇다고 수학적으로 그렇게 깊게 들어가는것도 아니니 그냥 정성적으로 이해를 한다음 죽어라 외우면 아마 성적은 나오실 겁니다.

아 그리고 팀플 하나 있는데 이건 그냥 대충 대충 해서 먼가 보여줄께 있기만 하시면 됩니다.",도움이 돼요 1
225,19-2,COSE474,딥러닝(영강),김현우,#월(5) 수(5),3,pinkzizi,4,4,4,3,"딥러닝을 원래 알고 있던 분들에게는 graph neural network 또는 computer vision의 다양한 토픽들을 볼 수 있어서 좋겠지만, 초심자에게는 너무나 불친절한 강의였습니다. 텀프로젝트에 변별력이 없었던점 또한 아쉽습니다.",도움이 돼요 1
226,19-2,COSE474,딥러닝(영강),김현우,#월(5) 수(5),2,재걸추,4,4,4,2,"영강인데 영어를 잘 못하신다
딥러닝 분야를 정말 잘 아시는 거 같고, 아는 것도 많은 것 같은데 전달이 안된게 아쉽다
나중에 한강이 열리면 들을 것 같다",도움이 돼요 0
227,19-2,COSE474,딥러닝(영강),김현우,#월(5) 수(5),4,111101,3,3,3,3,"배우는 내용에 비해 시험 난이도는 괜찮은 편입니다!
cs231n 강의 기반으로 수업하시는데 참고하시면 좋을 것 같습니다.",도움이 돼요 0
228,19-2,COSE474,딥러닝(영강),김현우,#월(5) 수(5),4,사각커피우유_KWEB,4,4,3,2,"컴퓨터 비젼 관련 과목입니다. 

중간고사 조금 지나고 까지는 cs231n 내용이 주를 이루고요

그 뒤부터 학기 말까지는 Graph Convolution Network 같은 그래프 관련 이론을 다룹니다.

교수님 영어 실력이 좋으셔서 영강이어도 듣기엔 편했습니다.

학점은 딱 한 만큼 나옵니다.

퀴즈는 한 학기 내내 딱 한 번 봤습니다.",도움이 돼요 0
