,year,type,subject,professor,day,satisfy,writer,ratings0,ratings1,ratings4,ratings3,comment,helpful,ratings2
868,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),5,llllilll,3,3,5,5,"일단 교수님 강의력이 너무 좋으셔서 수업이 그렇게 어렵지 않습니다.
과제의 난도도 적절하고 공부에 도움이 되며, 시험도 교수님께서 만드신 교재의 문제와 크게 다르지 않기 때문에 뭘 공부해야 하는지가 애매한 그런 강의는 아닙니다.
개인적으로 이번 학기 강의중에 가장 재밌게 공부한 강의여서 컴퓨터 그래픽스를 공부하고 싶다면 이 강의를 추천합니다.이 강의를 추천!",도움이 돼요 0,3.0
869,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),5,210412,5,3,5,5,"과제가 어렵긴한데 수업 내용자체는 재밌게 잘 알려주시고
시험 난이도도 무난합니다! 공부한만큼 점수 받아갈 수 있는 과목이 강의를 추천!",도움이 돼요 0,3.0
870,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),3,스나이퍼,3,3,3,3,"전반적으로 난이도는 어렵지 않은데 마지막 과제에서 뭔가 잘 안되서 망함 

1,2차 과제는 하루컷 가능

중간, 기말은 기본적으로 교과서 문제 위주로 나오고 1,2 문제 정도는 응용 문제가 나옴",도움이 돼요 0,3.0
871,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),3,내피땀눈물,5,5,4,3,"비대면 수업이었고, 강의자료는 유투브를 통해 주시기 때문에 언제든 수업을 다시 들을 수 있는 장점은 있습니다.
다만 그래픽에 대해 초면인 사람들은 내용을 어렵게 느낄 수 있으며 암기해야 할 사항이 많습니다.

시험문제는 피피티와 책의 연습문제를 잘 풀면 잘 볼 수 있습니다.
연습문제를 변형해서 출제되는 것도 있기 때문에 단원별 연습문제를 꼭 풀어보시길 바랍니다.",도움이 돼요 0,1.0
872,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),5,밀크웨2,3,3,5,5,"출석은 따로 부르지는 않고 온라인으로 들어온 기록을 바탕으로 합니다.

시험은 공부하다 보면 나올만한게 나와서 크게 어렵지는 않습니다.

과제도 나오는데 과제도 할만합니다.이 강의를 추천!",도움이 돼요 0,3.0
873,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),5,안녕하게,3,3,4,5,수업도 깔끔하고 이해하기 어렵지 않았습니다. 과제는 총 3번 나오는데 마지막 과제는 조금 걸리긴 했어도 그렇게 어렵지는 않았어요! 그래픽스 관심 있으시면 추천합니다이 강의를 추천!,도움이 돼요 0,3.0
874,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),4,띵크,4,4,5,4,"학점이 생각보다 높게 나오지는 않았습니다.
마지막 과제를 제외하고는 시험, 과제 모두 무난했다고 생각합니다.
강의력이 상당히 좋으신 교수님이시고, 학습량은 과제를 제외하면 엄청 많은 편은 아닙니다.
컴퓨터그래픽이 어떻게 이루어지는 지에 대해 궁금증이 있다면 가볍게 들어볼 만한 강의입니다.",도움이 돼요 0,1.0
875,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),4,스누피커피,4,4,5,5,"수업 자체는 체계적으로 이루어져 있는 것 같습니다. 매 챕터를 배우면서 우리가 상상하는 CG에 조금씩 가까워지는 기분이긴 합니다.
C++을 이용해서 과제를 주시는데, 어느정도 힌트도 주시고, 노력만 한다면 하지 못할 과제는 아닌 것 같습니다.
다만 아쉬운 점이 있다면, OpenGL ES를 사용해서 코딩을 통해 그래픽을 디자인 하기 때문에 이 수업만 듣고 직접 무언가를 만들어보기엔 어려울 것 같습니다.",도움이 돼요 0,1.0
876,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),4,필승코리아,4,4,5,5,"과제 3번 나오는데 마지막 과제가 좀 어렵습니다
시험은 2번 다 책의 연습문제 수준으로 나오는데 학점이 엄청 짜요
교수님 강의력은 굉장히 좋습니다이 강의를 추천!",도움이 돼요 0,1.0
877,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),4,물구나무서기,4,3,5,5,강의를 매우 잘하신다. 하지만 학점이 좀 짠것같다. 시험두번 과제3+1번 으로 진행되었다.이 강의를 추천!,도움이 돼요 0,1.0
878,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),4,ijiboom,5,5,3,4,"opengl로 직접 그래픽스와 관련된 실습을 합니다. 강의력은 좋으신편이고 선형대수가 조금 나오지만 크게 문제가 될 수준은 아닙니다.
과제는 전부 실습이며, ppt에 나오는 내용을 조금 바꾸면서 생각을 요구하는 내용입니다. 시험문제에 앞서 미리 예비문제를 뽑아주는데 대부분 조금씩 바꿔서 나오니 달달 풀고, ppt내 코드를 외우시는 편이 좋아요
컴퓨터사양이 별로 좋지않으면 강의들으시는걸 미루는게 좋아요. 빌드하면서 정지한적이 한두번이 아닙니다 ㅠ",도움이 돼요 0,3.0
879,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),2,murloc,5,5,2,2,"할것은 많고 시험은 족보대로 거의 나옵니다. 과제가 꽤나 크리티컬한데, 제 기준에서는 매우 어려웠습니다. 참고하세요",도움이 돼요 0,1.0
880,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),5,whffu,3,3,5,5,"컴퓨터 그래픽스에 관심이 있는 학생이라면 들을만한 수업.
교수님이 강의력이 좋고, 학생에게 신경을 많이 써주신다.

시험도 교재 연습문제만 풀면 어느 정도 풀 수 있고, 과제도 수업 때 배운 코드를 잘 이해하고 참고하면 어렵지 않은 정도.이 강의를 추천!",도움이 돼요 0,1.0
881,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),5,맥진,3,3,5,5,"이번 학기 최고의 전공 수업이었습니다. 교수님께서 설명을 진짜 잘해주십니다. 모두가 따라갈 수 있도록 처음부터 차근차근 설명해주시고, 시험 문제도 예상했던 대로 나옵니다. 시험 성적은 큰 차이가 안 나기 때문에, 3차까지 나오는 코딩 과제를 잘 하는 것이 성적에 도움이 될 것 같습니다. 한 학기 많은 걸 배웠고, 재밌었던 강의였습니다. 전반적으로 학점을 잘 주시는 편은 아닌 것 같습니다. (A 이상으로)이 강의를 추천!",도움이 돼요 0,3.0
882,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),5,머스타드릴까요,3,2,5,5,"개인적으로 매우 만족스러운 강의였습니다.

컴퓨터 그래픽스라는 내용을 해당 강의를 통해서 처음 접하게 되었음에도 불구하고, 교수님이 설명을 모든 학생이 이해할 수 있도록 해주셔서 부담 없이 들을 수 있었습니다. 또한 과제를 통해서 직접 그래픽스를 구현해보니까 흥미롭기도 하였습니다.

시험은 중간, 기말고사를 대면으로 보았습니다. 난이도는 연습문제에서 숫자만 약간 바꾸는 형식이라서 연습문제만 풀 수 있으면 좋은 성적을 받으실 수 있습니다.

과제는 총 3번 나오는데, 첫 두번째 과제는 쉽게 해결이 가능한데 마지막 과제가 조금 난이도가 있었습니다. 그래도 올바르게 동작만 하면 만점을 주십니다.

난이도가 그렇게 높지 않다 보니 다들 좋은 성적을 받아서 학점은 조금 낮게 주시는 것 같네요.이 강의를 추천!",도움이 돼요 0,3.0
883,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),2,허벅지123,3,2,1,3,"무난무난한 좋지도 나쁘지도 않은 그냥저냥한 강의.

 딱히 무어라 더 평할 것이 없다.

 굳이 추천하고 싶지는 않은 강의.",도움이 돼요 0,5.0
884,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),5,레몬과사과,3,3,5,4,"정말 재미있는 수업 중 하나였습니다. 교수님의 강의력도 굉장히 뛰어나시고, 배우는 내용도 흥미롭고 신기해서 재밌었습니다. 과제는 처음에는 쉽지만, 가장 마지막에 나오는 과제가 조금 난이도가 있는 편입니다. 학점 자체는 A+는 쉽게 주시지 않는 것 같았습니다.",도움이 돼요 0,3.0
885,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),1,몰라도돼,4,5,2,1,과제를 혼자 해결할 수 없는 수준으로 냄. 이거 들어서 과연 그래픽스 실무 능력이 올라갈지는 의문. 그냥 학원이나 다니는  게 나을 듯.,도움이 돼요 0,3.0
886,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),5,기타치는고양이,3,2,5,4,"학점 따기 쉬움. 강의 계획표에서 C++ 잘 할줄 알아야 한다고 써있던 것 같은데, 컴과라면 전혀 지장없이 모든 프로젝트 쉽게 할 수 있습니다. 마지막 과제가 설명이 부족한 편이라 조금 어려웠는 데, 그걸 감안해도 학점따기 매우 쉽고, 학점도 잘 주십니다.

팁은 전체적으로 공부하면서, 코드같은 지엽적인 부분은 시험일 직전에 외우는 식으로 공부하면 됩니다.

꿀강꿀강.이 강의를 추천!",도움이 돼요 0,3.0
887,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),4,타디스,4,4,5,4,컴퓨터 그래픽이 어떻게 구현되는지 프로그래밍적 + 수학적으로 다루는 강의입니다. 생각보다 수학의 비중이 크고 실습도 있어 학습량은 다소 있지만 교수님 강의력이 좋으셔서 보람있었던 강의 중 하나입니다.,도움이 돼요 0,3.0
888,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),4,mobius00,4,4,4,4,"시험은 중간, 기말 두 번 보고, 난이도는 중 ~ 중상이라고 생각됩니다.

과제는 총 3번 나왔는데, 스켈레톤을 주고, 빈 칸을 채우는 것이 과제입니다.
마지막 과제가 좀 많이 어려웠습니다.이 강의를 추천!",도움이 돼요 0,3.0
889,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),4,kfkfk,4,4,5,4,"강의력이 좋으셔서 수업을 잘 듣는다면, 내용을 이해하는데 어렵지는 않습니다.
과제가 있는데, 조금 귀찮긴 하지만 수업 내용 응용을 잘 하면 크게 어렵진 않습니다.
시험은 어렵지 않고 적당한 것 같습니다.",도움이 돼요 0,3.0
890,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),5,챠누,4,3,5,4,"일단 강의력은 일타강사급으로 좋으시다.
설명도 바로 바로 이해될 만큼 잘 하신다.
하지만 중간 기말 난이도가 그렇게 높지 않기에, 조금만 실수하면 에이플을 받기가 어렵다.
절대평가이지만, 상대평가와 같은 기준으로 점수를 배분해주시기 때문에 절대평가의 의미가 없다.
과제도 딱 적정한 난이도여서 성취감이 나름 있었다.이 강의를 추천!",도움이 돼요 0,3.0
891,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),5,학생3,4,4,5,4,"컴퓨터 그래픽에 관련된 내용을 배우는데, 교수님 강의력이 정말 좋으십니다. 내용이 살짝 어려워도 교수님이 설명해주시면 바로 이해가 돼서 수업 따라가는데는 별 어려움이 없었습니다. 과제는 처음 하면 조금 막막하고 어렵긴 한데, 다 짜고 나서 보면 생각보다 강의에서 알려주신 부분들을 이리저리 짜맞추면 되는구나를 깨달을 수 있었습니다. 전 재밌었어요!이 강의를 추천!",도움이 돼요 0,3.0
892,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),3,Deltira,3,4,4,3,openGL 을 배우는 강의로 과제는 대체로 간단한 애니메이션을 구현하는 것으로 크게 어려운편은 아니고 내용 또한 충분히 따라갈수 있지만 시험을 치며 자잘한 실수들을 하기 매우 쉬우니 문제들을 많이 풀어보는것이 권장됩니다.,도움이 돼요 0,3.0
893,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),5,sasoo,5,5,5,5,"교수님께서 책을 쓰셔서 그런지 어떤 부분을 학생들이 모르는지, 힘들어하는지 모두 알고계심. 수업 너무 잘하시고, 중간고사 평균 이하 맞았는데 기말 매우 잘보니 학점 잘 받음",도움이 돼요 0,5.0
894,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),4,어즬란,5,5,5,5,"굉장히 디테일하면서 수학적인 부분들에 집중하여 알려주십니다. 
과제는 극악의 난이도이지만, 성취해내면 매우 행복합니다. 

반드시 그래픽스에 관심있는 분들만 하셨으면 좋겠습니다. 

참맛을 느껴보실거에요",도움이 돼요 0,3.0
895,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),3,암안골,3,3,3,3,포인트 모아야 돼서 평가 답니다... 보지마세요 포인트 모아야 돼서 평가 답니다... 보지마세요 포인트 모아야 돼서 평가 답니다... 보지마세요 포인트 모아야 돼서 평가 답니다... 보지마세요 포인트 모아야 돼서 평가 답니다... 보지마세요 포인트 모아야 돼서 평가 답니다... 보지마세요 포인트 모아야 돼서 평가 답니다... 보지마세요 포인트 모아야 돼서 평가 답니다... 보지마세요,도움이 돼요 0,3.0
896,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),5,hello00,4,4,5,4,공부를 열심히 하지 않았어서 아쉽지만 ㅜ 풀어볼 연습문제도 있고 충분히 공부할 수 있어 좋았습니다. 상위 몇 명에게 상품권도 주시고 챙겨주시는 것 같아요.이 강의를 추천!,도움이 돼요 0,3.0
897,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),5,수강신청어질어질해,4,3,5,4,"컴퓨터 그래픽스에 관련된 기초적인 내용을 다루십니다.
강의력이나 수업 내용에서는 어려움이 없었는데 전반적으로 시험을 다 잘 치다 보니 애매하게 된다면
학점을 잘 따기에는 조금 어려운 것 같기도 합니다.
내용이 그렇게 어렵진 않아서 아마 열심히 하면 다 잘 받을 수 있을 것 같습니다.이 강의를 추천!",도움이 돼요 0,3.0
898,21-1,COSE331,컴퓨터그래픽스,한정현,#월(5) 수(5),3,즈엉원,4,4,3,3,"수학에 어느정도 거부감이 없고 그래픽에 관심이 조금이라도 있다면 들을만 한 수업입니다. 
생각보다 꽤나 재밌는 내용도 많습니다.
다만 과제를 할때 설명이 불충분할 때가 있어서 그땐 자신의 실력으로 모든 걸 해결해야합니다.
때문에 컴퓨터 코딩에 익숙하지 않으신분은 어림도 없는 수업입니다.
+ 위 말은 다르게 해석하면 과제만 잘 해결하실 수 있고 적당히 공부하시면 좋은 성적 거두기 쉬운 수업입니다.이 강의를 추천!",도움이 돼요 0,3.0
